date,open,high,low,close,volume
2019-04-18,48232.6,49306.8,47775.67,49155.1,383499
2019-04-19,49148.26,49234.4,47493.17,47685.61,974662
2019-04-22,47760.74,48365.92,47623.59,47941.62,678557
2019-04-23,47945.3,49146.54,47205.75,48906.98,1215909
2019-04-24,48984.03,49685.33,48742.22,48954.64,1027782
2019-04-25,49085.57,49431.17,47201.64,47526.35,916013
2019-04-26,47651.08,49030.17,46921.83,48626.54,973717
2019-04-29,48590.43,49747.92,48353.17,49444.57,447696
2019-04-30,49307.73,49453.09,48323.38,48681.8,776966
2019-05-01,48538.83,48545.2,47895.39,48224.46,924516
2019-05-02,48312.45,48365.04,47398.58,47648.5,1095957
2019-05-03,47702.82,47869.36,46815.03,46962.33,920261
2019-05-06,47036.11,48062.42,46275.43,46662.79,1106889
2019-05-07,46736.04,46940.89,45929.61,46421.74,441043
2019-05-08,46329.99,46380.02,45469.29,45800.82,871804
2019-05-09,45975.04,47946.34,45832.31,46629.6,1062410
2019-05-10,46597.41,47260.9,46158.15,46629.78,1144996
2019-05-13,46638.8,48068.83,46594.16,47670.23,951992
2019-05-14,47681.51,48530.31,47590.59,48230.42,764119
2019-05-15,48344.47,49745.76,48140.92,49166.34,801747
2019-05-16,49255.24,50456.39,48765.18,50340.52,913781
2019-05-17,50283.26,50354.08,49506.15,49666.77,1030868
2019-05-20,49742.73,50250.59,48916.92,49160.69,714565
2019-05-21,49272.63,50097.19,48638.73,50015.54,1053352
2019-05-22,49827.84,51622.7,49671.57,51377.16,828865
2019-05-23,51243.7,51938.81,50570.74,51785.04,1035337
2019-05-24,51600.75,52262.25,49793.33,50727.34,1319926
2019-05-27,50621.3,51278.47,49861.21,50399.09,932831
2019-05-28,50568.06,50946.0,48915.39,49301.22,1061551
2019-05-29,49431.76,51143.8,49305.5,50895.52,1029859
2019-05-30,50921.55,51977.76,50279.84,51491.76,1035131
2019-05-31,51632.15,51652.77,49923.4,50440.96,935673
2019-06-03,50427.72,50904.69,49205.01,49926.16,626484
2019-06-04,49908.46,50337.9,49686.59,50255.87,963790
2019-06-05,50166.11,51011.31,49749.35,50978.49,774018
2019-06-06,51036.51,52678.44,50463.88,51674.93,1058396
2019-06-07,51606.1,52817.94,50876.73,52721.03,1502162
2019-06-10,52815.36,53678.71,52322.46,53327.8,1121616
2019-06-11,53407.15,53449.42,52371.84,53059.8,852890
2019-06-12,53129.96,53809.84,52489.14,52565.45,857494
2019-06-13,52513.07,53509.16,51927.73,52398.64,1252888
2019-06-14,52340.46,53284.51,51474.78,52666.59,1116391
2019-06-17,52780.45,52976.33,52361.99,52765.41,857683
2019-06-18,52825.18,53003.7,50823.92,51810.55,943978
2019-06-19,51692.43,52693.94,50771.89,51727.01,1092621
2019-06-20,51843.58,52580.94,50489.42,50633.93,1331684
2019-06-21,50747.85,51103.68,50261.09,50988.6,811336
2019-06-24,50941.77,51653.72,50619.96,51586.37,1034542
2019-06-25,51661.45,52076.4,50880.35,51594.94,1111788
2019-06-26,51517.37,52420.5,50835.16,52219.04,1287864
2019-06-27,52210.83,52836.0,51898.93,51973.11,1119777
2019-06-28,51913.89,52636.77,50730.94,50836.78,1206207
2019-07-01,50926.69,51689.68,50476.89,51164.62,906891
2019-07-02,51201.1,51805.58,50882.3,51797.66,969720
2019-07-03,51932.84,52237.31,51826.02,51920.87,1322388
2019-07-04,51994.24,52426.75,50976.96,52110.61,550073
2019-07-05,52000.77,52843.08,50652.29,50831.46,947534
2019-07-08,50868.48,50926.49,49231.1,49574.63,701694
2019-07-09,49595.79,49750.04,48476.39,48511.87,969682
2019-07-10,48516.6,49017.55,46790.48,46810.04,1093010
2019-07-11,46714.26,47178.42,45930.09,46092.24,872674
2019-07-12,46087.71,46377.66,42845.39,43331.37,864428
2019-07-15,43292.99,43655.75,42242.74,42744.87,977424
2019-07-16,42767.83,43432.74,41826.61,41984.54,900670
2019-07-17,42028.69,42509.42,41138.61,41848.78,1200711
2019-07-18,41824.11,42893.25,41745.21,42299.36,1258687
2019-07-19,42226.04,42743.16,40830.63,41733.86,1126757
2019-07-22,41694.31,43008.27,41600.09,42445.79,1300063
2019-07-23,42403.74,43215.58,40790.2,40834.41,1174848
2019-07-24,40800.98,41341.9,39759.84,39795.05,752150
2019-07-25,39634.7,39941.19,38311.24,38599.24,1210136
2019-07-26,38548.28,39431.53,38248.13,39224.44,1029885
2019-07-29,39095.23,39665.38,38753.02,39312.47,546099
2019-07-30,39345.64,40170.77,38723.14,38868.05,734043
2019-07-31,38880.5,40645.39,38462.15,40539.51,799204
2019-08-01,40517.57,41948.31,40310.96,41723.92,1313573
2019-08-02,41776.33,41887.52,41193.42,41292.22,824549
2019-08-05,41425.07,42000.87,41044.06,41978.96,741725
2019-08-06,41956.13,42168.52,41951.17,42124.56,704877
2019-08-07,42144.3,42843.37,42046.58,42811.43,1185228
2019-08-08,42738.63,43291.91,42553.43,42792.84,854905
2019-08-09,42793.52,43241.84,41249.95,41465.21,1089857
2019-08-12,41549.49,41712.34,41381.68,41585.45,934059
2019-08-13,41639.21,41648.15,41055.6,41225.0,1168984
2019-08-14,41186.62,41898.4,41006.44,41274.17,1047741
2019-08-15,41238.34,41633.06,41144.85,41288.92,1046285
2019-08-16,41276.98,41470.22,41040.12,41179.68,1046725
2019-08-19,41242.3,41568.67,40299.36,40629.92,973870
2019-08-20,40535.73,40841.64,39523.86,40386.43,921808
2019-08-21,40455.59,40455.84,39801.1,40188.71,714646
2019-08-22,40197.28,40219.41,39540.84,39619.13,863134
2019-08-23,39698.2,40135.05,39526.0,39539.3,1323713
2019-08-26,39503.24,40213.15,39206.17,39949.1,1001409
2019-08-27,40100.44,42061.41,39819.71,41354.81,1389722
2019-08-28,41376.23,41999.87,40731.62,40933.22,1090404
2019-08-29,40775.6,40916.73,40660.47,40735.47,1185626
2019-08-30,40791.19,42663.35,40607.57,42507.18,1040356
2019-09-02,42384.86,43739.35,41518.02,43235.09,1121416
2019-09-03,43179.74,43492.89,42899.17,43146.05,814436
2019-09-04,43103.4,43702.53,42670.69,42809.09,836295
2019-09-05,42911.74,43105.89,42268.33,42393.47,1144129
2019-09-06,42290.25,43940.1,41554.14,43614.88,1098976
2019-09-09,43556.27,43888.27,42910.13,43208.85,971583
2019-09-10,43317.34,43770.47,42298.73,42840.4,1518929
2019-09-11,42793.83,43105.12,42403.85,42461.98,1156548
2019-09-12,42508.18,43251.91,41874.78,43131.75,1056591
2019-09-13,43223.99,44594.57,42877.1,44519.67,922901
2019-09-16,44409.76,44549.84,44280.68,44343.01,966191
2019-09-17,44510.07,45774.77,44374.33,45177.69,853763
2019-09-18,45089.34,45104.67,44295.42,44482.74,1036607
2019-09-19,44496.82,44710.32,44166.49,44651.35,1344929
2019-09-20,44570.24,45897.95,44308.94,45486.19,1006605
2019-09-23,45578.51,47206.72,45082.7,46707.99,1221280
2019-09-24,46750.45,47477.02,45935.23,47420.56,974155
2019-09-25,47369.35,49364.52,46887.41,49057.57,1016124
2019-09-26,49210.4,49517.55,48349.17,48718.25,887084
2019-09-27,48754.93,49602.58,48194.65,49220.1,1225214
2019-09-30,49287.98,50002.41,48970.75,49436.33,1136862
2019-10-01,49359.82,49388.83,48362.14,48956.2,1068176
2019-10-02,48863.33,49155.15,48341.61,49131.78,1212522
2019-10-03,49117.01,50259.43,48925.03,50090.06,1118535
2019-10-04,50230.81,53407.14,49552.74,52573.44,677447
2019-10-07,52527.95,53184.33,51413.11,52296.07,867216
2019-10-08,52354.35,52629.71,52025.29,52373.89,864512
2019-10-09,52278.66,53786.76,52233.25,53182.96,1150333
2019-10-10,53111.81,55178.74,52885.17,54731.76,793672
2019-10-11,54719.34,54805.17,53228.36,53898.52,923575
2019-10-14,54043.29,55722.0,53338.69,54651.18,1175987
2019-10-15,54490.86,54717.76,53066.13,53289.08,1027141
2019-10-16,53249.55,54229.83,52997.38,54142.22,1177176
2019-10-17,54325.71,56346.07,54197.93,56211.04,1472675
2019-10-18,56258.88,57578.21,55822.75,56954.06,845385
2019-10-21,56802.74,57095.82,56227.52,56262.52,701501
2019-10-22,56253.82,56960.5,54541.86,55229.81,834523
2019-10-23,55297.37,55843.92,53315.49,53727.0,1184182
2019-10-24,53731.38,53987.38,51835.25,52428.77,933368
2019-10-25,52503.03,53039.41,51657.42,52229.85,919112
2019-10-28,52352.47,54172.29,51685.15,52885.02,966527
2019-10-29,52840.33,54885.23,52816.62,54434.19,1233315
2019-10-30,54178.14,54559.55,53308.04,54189.64,804724
2019-10-31,53990.82,54665.92,52197.7,52717.41,877753
2019-11-01,52682.2,53462.11,52540.99,52636.62,1194547
2019-11-04,52650.8,53992.17,52181.01,53659.81,1272330
2019-11-05,53625.44,55606.27,52835.64,55455.62,1312214
2019-11-06,55195.69,57032.5,53398.79,56907.48,1145987
2019-11-07,56913.42,57066.58,56171.63,56988.11,941378
2019-11-08,57051.21,58449.24,56787.29,58241.43,1022141
2019-11-11,58324.85,58740.9,56978.59,57060.69,1146142
2019-11-12,56914.44,58031.43,56662.17,57949.06,818967
2019-11-13,57851.34,58488.8,57709.37,58235.84,1069970
2019-11-14,58496.02,59180.5,58349.68,58883.91,758831
2019-11-15,59019.75,60323.2,58644.49,59599.74,944107
2019-11-18,59588.61,61690.81,59009.16,61105.01,1276673
2019-11-19,61161.72,62929.05,61064.04,62430.52,1030252
2019-11-20,62417.43,62895.84,62297.31,62758.75,1279111
2019-11-21,62586.55,63553.44,59672.97,60085.74,651947
2019-11-22,60097.25,60928.32,59687.66,60774.09,1031371
2019-11-25,60814.23,61488.21,60419.35,61043.19,706289
2019-11-26,60667.57,62564.93,59938.17,62195.71,1157948
2019-11-27,62422.33,63386.49,59351.82,60580.68,1089601
2019-11-28,60633.48,62013.38,60091.97,60682.86,553323
2019-11-29,60710.99,63178.54,60249.29,62173.18,757778
2019-12-02,62202.18,62844.9,61799.38,62440.04,795679
2019-12-03,62371.69,62737.04,61172.35,62622.65,1022408
2019-12-04,62607.97,63089.59,61242.7,61258.92,1032385
2019-12-05,61269.19,61719.8,60993.97,61385.58,1211471
2019-12-06,61378.41,61415.67,59868.9,60629.04,1215867
2019-12-09,60637.81,61543.73,59187.55,59764.57,1003004
2019-12-10,59878.65,60833.5,59068.52,60645.02,1079377
2019-12-11,60696.44,60793.63,60065.52,60498.52,1130925
2019-12-12,60442.96,62086.83,60138.92,61474.85,1016987
2019-12-13,61518.71,64564.47,60601.82,63820.24,1200018
2019-12-16,63845.41,65540.34,63696.65,65314.46,860013
2019-12-17,65266.34,67599.94,64976.89,67276.54,1372468
2019-12-18,67227.04,68452.39,66883.88,68421.17,1175693
2019-12-19,68544.85,68694.29,65895.55,66350.74,921936
2019-12-20,66584.09,67752.07,66213.28,67652.0,837195
2019-12-23,67763.31,69461.21,67415.74,68442.76,1158159
2019-12-24,68391.58,68802.41,64883.62,65999.38,920669
2019-12-25,66116.91,67049.21,65383.34,66202.65,1061135
2019-12-26,66356.66,68189.91,66034.34,67958.31,652110
2019-12-27,67821.67,68057.7,65387.89,66003.86,643317
2019-12-30,65829.45,66854.88,64455.15,65421.36,1019706
2019-12-31,65576.3,68358.05,64360.06,67733.96,1414017
2020-01-01,67578.91,68045.99,66953.49,67045.0,865720
2020-01-02,67066.63,67116.23,66112.76,66616.05,929306
2020-01-03,66696.08,66904.8,65526.71,66251.68,950018
2020-01-06,66098.5,67089.46,65062.09,65981.73,1040411
2020-01-07,66026.25,66517.73,63798.33,64861.6,957811
2020-01-08,65043.77,65332.01,61781.91,62771.52,859613
2020-01-09,62958.27,65443.13,62464.45,64622.03,969544
2020-01-10,64527.48,66873.19,63911.98,66650.11,767185
2020-01-13,66734.18,68664.8,66347.35,68357.45,1204263
2020-01-14,68356.47,70675.07,67656.62,70435.0,1216461
2020-01-15,70224.45,70413.21,69498.32,69515.24,1166501
2020-01-16,69413.61,71387.69,69185.84,70820.97,757716
2020-01-17,70886.29,70916.72,69603.6,70744.95,761585
2020-01-20,70601.57,72966.27,70155.39,72431.38,935590
2020-01-21,72461.87,73103.97,70906.65,71031.52,1021207
2020-01-22,70999.29,71218.26,69130.75,69995.53,961883
2020-01-23,69740.17,69975.7,68670.43,68865.28,879021
2020-01-24,68972.17,69443.64,65711.73,66141.99,1064967
2020-01-27,66158.24,66771.94,63097.32,64508.45,895877
2020-01-28,64308.16,65948.52,63963.16,65179.64,1140504
2020-01-29,65217.21,67167.17,64479.34,65944.56,814763
2020-01-30,66190.69,68907.06,65536.45,68342.42,747740
2020-01-31,68372.2,72634.28,67785.45,71915.28,986999
2020-02-03,71880.78,71891.9,70009.36,70188.92,1279169
2020-02-04,70223.13,70939.83,68811.36,70912.5,884186
2020-02-05,70634.34,72961.91,70344.39,72327.03,967791
2020-02-06,72700.16,78258.44,71921.67,77087.37,971590
2020-02-07,77262.63,80229.01,76169.86,79967.22,831160
2020-02-10,79721.75,80063.54,74861.11,75458.83,739856
2020-02-11,75704.86,76016.13,75476.27,75889.01,1123299
2020-02-12,75902.0,77132.39,75583.74,76725.44,1019087
2020-02-13,76930.8,77621.76,75277.17,76108.95,1406584
2020-02-14,76325.61,79055.69,76182.14,78759.46,1461141
2020-02-17,78662.59,79343.01,77454.99,77625.67,1084533
2020-02-18,77591.4,80582.02,77341.05,79211.67,1195615
2020-02-19,79191.18,79712.94,78053.42,79263.83,987585
2020-02-20,79174.98,79303.2,75565.38,76948.33,1154583
2020-02-21,77026.98,77179.12,75631.09,75865.1,1326103
2020-02-24,75763.38,75986.73,74300.93,74931.19,999915
2020-02-25,75035.01,75489.03,72050.59,73578.1,956081
2020-02-26,73494.79,74922.5,73439.06,73824.66,1170258
2020-02-27,73725.1,74591.28,71277.64,72246.81,873487
2020-02-28,72121.91,73028.47,71670.97,72973.31,530504
2020-03-02,73050.34,74733.46,72922.9,73207.96,913498
2020-03-03,73171.17,74590.44,71457.63,71637.16,1237206
2020-03-04,71627.79,72648.73,69777.85,69863.36,896284
2020-03-05,69888.21,69980.92,68223.75,68657.38,695942
2020-03-06,68601.96,70571.46,68106.34,70120.87,740404
2020-03-09,69987.03,70249.25,68786.77,69235.34,1215754
2020-03-10,69160.5,69797.2,68750.91,69483.6,1227250
2020-03-11,69466.16,69988.28,68916.16,69058.99,1191370
2020-03-12,69094.27,69474.77,63604.42,65120.34,1062731
2020-03-13,65168.45,66058.67,63699.8,65090.88,1022132
2020-03-16,65289.3,65715.17,64340.1,64880.47,1232644
2020-03-17,65097.09,65323.18,62260.79,62439.04,1184563
2020-03-18,62478.74,62955.37,61600.37,61626.15,1098928
2020-03-19,61479.22,62186.35,59320.53,59541.49,1748578
2020-03-20,59523.88,59911.1,58938.59,59872.48,1142780
2020-03-23,59994.27,60008.63,58173.88,58654.27,600200
2020-03-24,58724.29,59781.73,56711.62,56933.52,1067629
2020-03-25,56974.01,57326.0,56719.1,57174.2,918744
2020-03-26,57509.17,58172.43,57157.13,57518.5,1078456
2020-03-27,57544.59,57686.68,56204.93,56741.76,816976
2020-03-30,56678.16,57073.06,52704.93,54033.51,1205076
2020-03-31,54009.84,54523.44,52886.25,52985.2,820540
2020-04-01,53032.31,53136.08,51232.75,51320.38,1069246
2020-04-02,51332.4,53652.96,50887.77,53450.7,671628
2020-04-03,53367.9,54647.0,53309.22,54204.31,1334469
2020-04-06,54307.57,54512.76,52785.91,53530.47,1183247
2020-04-07,53373.07,53795.49,52141.26,52523.15,1118410
2020-04-08,52680.03,52796.56,51567.31,51940.52,833108
2020-04-09,51729.68,53128.28,51271.98,51996.46,1125932
2020-04-10,51998.72,52327.94,50866.4,52216.24,934961
2020-04-13,52303.44,52308.02,50432.58,50477.95,1079767
2020-04-14,50501.41,51034.68,50203.91,50857.74,732914
2020-04-15,51004.85,51903.5,50895.59,51383.76,1122432
2020-04-16,51423.27,51735.84,50929.88,51001.52,1400522
2020-04-17,51154.38,52377.37,50803.41,51975.36,992085
2020-04-20,51953.68,53095.98,51667.66,52563.35,1272028
2020-04-21,52446.05,53805.1,52328.56,53493.25,1203755
2020-04-22,53526.54,53818.64,51524.07,52983.17,623941
2020-04-23,52969.78,53676.78,52850.08,53137.05,745817
2020-04-24,53057.29,53560.16,52787.19,53437.46,1069712
2020-04-27,53317.74,54503.68,50722.24,51833.51,800218
2020-04-28,51713.78,52047.05,50628.31,50851.34,1122904
2020-04-29,50884.72,51396.28,50847.42,51094.27,1243500
2020-04-30,51125.5,52170.68,50861.44,51132.75,1051557
2020-05-01,50851.24,52202.68,50785.8,52191.21,1015239
2020-05-04,52211.89,52571.53,51560.28,51575.89,938243
2020-05-05,51534.13,51545.69,50951.3,51329.1,597997
2020-05-06,51146.55,52617.94,50467.01,52543.85,937739
2020-05-07,52536.5,52992.94,50843.74,51526.69,1055911
2020-05-08,51559.14,52975.08,50999.27,52934.41,976497
2020-05-11,52861.66,53788.45,52820.32,53328.24,1063054
2020-05-12,53271.77,53367.64,52551.22,52732.59,1061064
2020-05-13,52650.58,52685.05,50585.16,51565.99,1199781
2020-05-14,51565.28,52269.53,51167.07,51874.51,935626
2020-05-15,51910.15,54692.77,51558.58,53862.66,884354
2020-05-18,53831.11,53929.17,53141.42,53247.87,1141941
2020-05-19,53164.99,54376.99,52706.91,53623.28,1060996
2020-05-20,53810.28,55484.36,53798.2,54716.56,942765
2020-05-21,54725.33,54892.88,54078.69,54255.0,858927
2020-05-22,54363.14,55624.55,54045.27,54762.23,777387
2020-05-25,54664.3,55194.69,53868.23,54345.65,1003006
2020-05-26,54301.21,54372.96,52034.02,52810.38,849573
2020-05-27,52584.59,53613.25,52124.59,52942.34,888138
2020-05-28,53002.76,54319.23,52754.7,53427.07,764547
2020-05-29,53453.84,55431.11,53325.58,55381.32,980712
2020-06-01,55297.75,55675.31,55127.53,55241.37,1137088
2020-06-02,55309.44,55763.52,53250.85,55182.26,845194
2020-06-03,55281.42,55927.7,54258.53,54729.0,654646
2020-06-04,54613.24,55076.92,52905.68,53027.14,1193016
2020-06-05,52955.45,54297.55,52523.05,54041.2,1267725
2020-06-08,53953.75,54322.37,52943.62,53721.88,881831
2020-06-09,53899.4,56123.18,53018.07,55938.93,867279
2020-06-10,55990.9,56963.82,54220.26,55532.94,1454648
2020-06-11,55318.65,55449.88,54260.82,54454.6,1255584
2020-06-12,54425.12,56259.45,54185.08,55136.08,1154625
2020-06-15,55158.65,55232.02,54578.34,54750.26,754616
2020-06-16,54587.18,55624.44,54057.63,54894.18,1084147
2020-06-17,54927.87,55083.54,53808.48,54057.15,827265
2020-06-18,54018.82,54248.39,51365.78,52189.26,847190
2020-06-19,52193.47,52427.48,50349.47,50379.64,1505606
2020-06-22,50409.77,50783.33,50302.01,50504.25,866849
2020-06-23,50600.65,52962.05,50480.59,51423.76,917004
2020-06-24,51543.68,51858.53,50493.52,50894.15,876051
2020-06-25,50960.45,51376.0,50355.86,50476.65,763809
2020-06-26,50541.69,50797.76,48972.47,49578.31,747613
2020-06-29,49506.77,52453.67,49292.45,51960.05,829018
2020-06-30,52044.58,52522.53,51449.44,51592.25,1252314
2020-07-01,51559.24,51603.7,51140.25,51338.9,1089300
2020-07-02,51251.12,51520.12,50932.47,51468.72,868462
2020-07-03,51565.27,51666.37,50739.44,51349.23,1296346
2020-07-06,51278.86,51723.63,51070.47,51171.93,1157124
2020-07-07,51030.01,53017.29,50523.92,52573.74,1471609
2020-07-08,52562.3,53528.53,52113.52,52688.07,764176
2020-07-09,52585.48,53430.41,51369.82,51455.14,1062676
2020-07-10,51437.96,52671.19,50925.83,52157.21,682567
2020-07-13,52019.75,52564.49,51614.33,51674.31,961418
2020-07-14,51879.0,53527.08,51745.71,53338.22,957904
2020-07-15,53392.51,53818.01,53044.61,53322.5,938850
2020-07-16,53461.35,55452.41,53346.13,54537.73,718236
2020-07-17,54499.55,55302.99,51714.43,52610.42,918298
2020-07-20,52677.14,53669.35,51446.83,51591.19,1052077
2020-07-21,51604.59,51992.53,49359.51,49933.44,617749
2020-07-22,49767.42,51965.7,49748.27,51320.48,1048250
2020-07-23,51326.89,52073.31,50955.82,51589.47,1029772
2020-07-24,51750.35,51949.2,49758.11,50213.25,700765
2020-07-27,50151.62,50518.44,48451.01,48927.29,667535
2020-07-28,48824.34,49191.9,48741.08,48957.3,882421
2020-07-29,48949.33,51641.65,48282.09,51099.59,968211
2020-07-30,51110.3,51369.4,50669.79,51176.03,374751
2020-07-31,51078.87,51225.45,50057.79,50475.96,1437521
2020-08-03,50575.76,51402.19,50221.38,51094.45,1112947
2020-08-04,51058.86,51216.5,49873.33,50776.31,1152563
2020-08-05,50642.97,52395.58,50448.44,52265.26,1101430
2020-08-06,52071.16,53183.91,50428.63,50636.76,1466798
2020-08-07,50513.1,50900.03,50356.29,50732.67,1032561
2020-08-10,50600.57,50872.72,49790.3,50145.76,1059987
2020-08-11,50038.17,51805.58,50006.52,51267.85,1039479
2020-08-12,51255.3,52689.6,50921.12,52550.2,1132409
2020-08-13,52687.82,53867.44,52467.66,53572.81,1494470
2020-08-14,53616.27,54006.36,52462.67,53621.77,850803
2020-08-17,53682.29,53831.15,53237.18,53797.79,1205209
2020-08-18,53802.15,54980.1,53706.9,54914.16,832829
2020-08-19,54782.05,56416.43,54636.3,56397.98,580115
2020-08-20,56363.01,57408.56,56199.29,57257.1,701291
2020-08-21,57273.88,58155.09,56978.15,57557.3,671746
2020-08-24,57653.79,59460.28,57349.36,58983.46,867509
2020-08-25,58945.56,61379.89,58831.27,59635.95,786741
2020-08-26,59812.84,60128.07,58041.71,59469.24,1302437
2020-08-27,59415.4,60321.64,58892.85,59867.82,774049
2020-08-28,59811.26,61364.91,59777.99,61014.39,1175394
2020-08-31,60769.64,61408.13,60507.55,60966.46,1185175
2020-09-01,61145.32,61477.97,59913.66,61311.49,944419
2020-09-02,61274.73,62196.39,60345.72,61932.81,977995
2020-09-03,61956.35,64177.74,61399.01,63288.67,945465
2020-09-04,63191.17,64480.11,62575.33,63606.48,903596
2020-09-07,63537.32,64745.85,62239.16,62438.45,844307
2020-09-08,62640.33,63080.69,62600.6,62650.98,736413
2020-09-09,62612.86,62656.42,59545.82,60506.64,739688
2020-09-10,60242.57,61259.99,60201.2,60211.37,1119214
2020-09-11,60335.84,61718.58,59772.84,60738.85,954030
2020-09-14,60948.0,64187.41,60476.89,63565.5,1088370
2020-09-15,63528.46,65083.58,60663.69,60893.95,1213868
2020-09-16,61096.27,61176.03,61005.59,61148.44,949013
2020-09-17,61150.32,62610.36,60132.59,61836.08,1085007
2020-09-18,61911.89,62784.91,60131.59,60559.17,1069575
2020-09-21,60725.75,63495.23,59767.99,61912.78,1166408
2020-09-22,61851.11,62671.75,61438.95,62493.92,714614
2020-09-23,62510.19,64464.8,62049.69,63494.88,976769
2020-09-24,63584.05,63836.51,63197.48,63704.24,869418
2020-09-25,63638.97,64510.52,61654.38,62099.76,1082989
2020-09-28,61954.42,62447.33,59699.14,59980.97,1009973
2020-09-29,59862.85,60008.53,57441.53,58430.26,1100797
2020-09-30,58489.64,59064.3,56152.23,56577.48,767169
2020-10-01,56824.59,57321.09,56571.23,56794.99,861846
2020-10-02,56752.79,57371.83,54680.15,55355.47,835829
